"Administración Local","Ayuntamiento de Santa Eulalia Bajera (La Rioja)","Pleno del Ayuntamiento de Santa Eulalia Bajera ",P2613600B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=QTpsTFpBFkU%3D,"Plaza de la Constitución, 3",26585,"Santa Eulalia Bajera (La Rioja)",España,941407073,941407161,aytoseulaliab@terra.es
"Administración Local","Ayuntamiento de Santa María de Cayón (Cantabria)","Pleno del Ayuntamiento de Santa María de Cayón ",P3907400J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=9ce61aBQSS4%3D,"El sombrero",39694,"Santa María de Cayón ",España,942563056,942563020,secretaria@ayto-cayon.com
"Administración Local","Ayuntamiento de Santa María de la Huerta (Soria)","Pleno del Ayuntamiento de Santa María de la Huerta",P4226800C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=XUGHEdrdqS0%3D,"Bº Estación",42260,"Santa María de la Huerta (Soria)",España,975327006,975327006,aytohuerta@gmail.com
"Administración Local","Ayuntamiento de Santa María de Martorelles (Barcelona)","Pleno del Ayuntamiento de Santa María de Martorelles",P0825600J,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=CJrtc7mh%2BnY%3D,"Plz. Mossèn Josep Paituví",08106,"Santa María de Martorelles",España,935931828,935791547,st.m.martorelles@diba.cat
"Administración Local","Ayuntamiento de Santervas de la Vega (Palencia)","Pleno del Ayuntamiento de Santervas de la Vega",P3416900C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=X9Azp3lJoh0%3D,"Plaza España, 1",34112,"Santervas de la Vega (Palencia)",España,979890765,979890765,Ayto-santervas@dip-palencia.es
"Administración Local","Ayuntamiento de Santiago-Pontones (Jaén)","Pleno del Ayuntamiento de Santiago-Pontones",P2307800I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=J0w1fnCYlK0%3D,"Plaza de la Constitución, 1",23290,"Santiago-Pontones (Jaén)",España,953438002,953438002,spontones@promojaen.es
"Administración Local","Ayuntamiento de Santibáñez de la Peña (Palencia)","Pleno del Ayuntamiento de Santibáñez de la Peña",P3417100I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=3syJpKSuT6Y%3D,"Ctra. La Magdalena",34870,"Santibáñez de la Peña (Palencia)",España,979860001,979860360,ayto-santibanezpena@dip-palencia.es
"Administración Local","Ayuntamiento de Santillana del Mar","Pleno del Ayuntamiento de Santillana del Mar",P3907600E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=AF20jnBuGGI%3D,"Plaza Mayor, 1",39330,"Santillana del Mar",España,942818075,942840220,secretario@aytosantillana.org
"Administración Local","Ayuntamiento de Santiponce (Sevilla)","Pleno del Ayuntamiento de Santiponce",P4108900D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=V9BwbQSHllM%3D,"Real. 13",41970,"Santiponce (Sevilla)",España,955999930,955996400,santiponce@dipusevilla.es
"Administración Local","Ayuntamiento de Santiurde de Reinosa (Cantabria)","Pleno del Ayuntamiento de Santiurde de Reinosa ",P3907700C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=M0fzwVhPww8%3D,"Carretera General a Lantueno",39490,"Santiurde de Reinosa ",España,942778636,942778636,santiurreinosa@terra.es
"Administración Local","Ayuntamiento de Santovenia del Esla (Zamora)","Pleno del Ayuntamiento de Santovenia del Esla ",P4923000F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Tp3UWOFmCOE%3D,"Plaza de España",49750," Santovenia del Esla (Zamora)",España,980647015,980647015,Mercs13@hotmail.com
"Administración Local","Ayuntamiento de Saro (Cantabria)","Pleno del Ayuntamiento de Saro ",P3908100E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Xy4%2Ff9XjcKM%3D,"Bº La Magdalena ",39639,"Saro (Cantabria)",España,942953412,942593351,secretaria.saro@terra.es
"Administración Local","Ayuntamiento de Sarria (Lugo)","Pleno del Ayuntamiento de Sarria ",P2705700I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=DdyhXcFhNpw%3D,"Rúa Maior 14",27600,Sarria,España,982535000,982530916,contratacion@sarria.es
"Administración Local","Ayuntamiento de Selaya (Cantabria)","Pleno del Ayuntamiento de Selaya ",P3908200C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=BlIfLiw8gUY%3D,"La Constancia 2",39696,Selaya,España,942590241,942590386,secretario@ayot-selaya.es
"Administración Local","Ayuntamiento de Serranillos del Valle (Madrid)","Pleno del Ayuntamiento de Serranillos del Valle",P2814000B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=yPzlZgf8o7M%3D,"Plaza de España 1",28979,"Serranillos del Valle (Madrid)",España,918138073,918138237,t.juridico@ayto-serranillosdelvalle.es
"Administración Local","Ayuntamiento de Sevilla la Nueva (Madrid)","Pleno del Ayuntamiento de Sevilla la Nueva ",P2814100J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=ARHWWgSA6%2Fc%3D,"Plaza de España 1",28609,"Sevilla la Nueva ",España,918130001,918130061,contratacion@ayto-sevillalanueva.es
"Administración Local","Ayuntamiento de Siero (Principado de Asturias)","Pleno del Ayuntamiento de Siero ",P3306600B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=iW7aHmifiDQ%3D,"Plaza del Ayuntamiento",33510,"Pola de Siero",España,985725424,985723231,olgaam@ayto-siero.es
"Administración Local","Ayuntamiento de Soba (Cantabria)","Pleno del Ayuntamiento de Soba ",P3908300A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Tqo3Q%2BWoBIo%3D,"Veguilla 1",39808,Soba,España,942639031,942639079,secretaria@soba.es
"Administración Local","Ayuntamiento de Sora (Barcelona)","Pleno del Ayuntamiento de Sora ",P0827200G,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=M78bcbOCaIU%3D,"c/ Major s/n",08588,Sora,España,938529193,938529193,sora@diba.cat
"Administración Local","Ayuntamiento de Soria","Pleno del Ayuntamiento de Soria",P4227700D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=O2rHISE2twI%3D,"Plaza Mayor, 9",42071,Soria,España,975234100,975234180,s.locales@ayto-soria.org
"Administración Local","Ayuntamiento de Sorihuela del Guardamar (Jaén)","Pleno del Ayuntamiento de Sorihuela del Guardamar",P2308400G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Br736W%2BDIng%3D,"Plaza España, 1",23270,"Sorihuela del Guardamar (Jaén)",España,953430004,953430002,sorihuela@hotmail.com
"Administración Local","Ayuntamiento de Soto del Barco (Principado de Asturias)","Pleno del Ayuntamiento de Soto del Barco ",P3306900F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=bMZk63FRXAE%3D,"Parque Herminio de la Nova s/n",33126,"Soto del Barco",España,985588013,985588283,info@sotodelbarco.com
"Administración Local","Ayuntamiento de Soto del Real (Madrid)","Pleno del Ayuntamiento de Soto del Real",P2814400D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=bpuP80sN%2FWM%3D,"Plaza de la Villa, S/N",28791,"Soto del Real (Madrid)",España,918476004,918478655,sotodelreal@madrid.org
"Administración Local","Ayuntamiento de Sueca (Valencia)","Pleno del Ayuntamiento de Sueca ",P4623700D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=In5u6i%2BnO5E%3D,"Plaça Ajuntament 17",46410,Sueca,España,961700050,961701434,sueca_jur@gva.es
"Administración Local","Ayuntamiento de Támara de Campos (Palencia)","Pleno del Ayuntamiento de Támara de Campos ",P3418000J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Lrm7bSOdZTg%3D,"Plaza Alto del Castillo",34439,"Tamara de Campos ",España,979810259,979810259,secretario@tamaradecampos.es
"Administración Local","Ayuntamiento de Tariego de Cerrato (Palencia)","Pleno del Ayuntamiento de Tariego de Cerrato",P3418100H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=nUUsoCi8m7U%3D,"Avda. del Cerrato 2",34209,"Tariego de Cerrato",España,,,secretario@tariegodecerrato.es
"Administración Local","Ayuntamiento de Tavèrnoles (Barcelona)","Pleno del Ayuntamiento de Tav&egrave;rnoles ",P0827500J,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=AGfp4mEiqas%3D,"l'església 1",08519,"Tavèrnoles ",España,938887308,938122328,tavernoles@diba.cat
"Administración Local","Ayuntamiento de Tavertet","Pleno del Ayuntamiento de Tavertet",P0828000J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=eaMTBK0ZBmM%3D,"c/ Balmes, 1",08511,Tarvertet,España,938565079,938565079,tavertet@diba.cat
"Administración Local","Ayuntamiento de Teguise (Lanzarote","Pleno del Ayuntamiento de Teguise ",P3502400I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=6l2gOWThO14%3D,"General Franco, 1",35530,"Teguise (Lanzarote)",España,928845226,928845059,contratacion@teguise.es
"Administración Local","Ayuntamiento de Terrinches (Ciudad Real)","Pleno del Ayuntamiento de Terrinches ",P1308100E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=fcyQj15TS5I%3D,"Plaza de la Libertad 1",13341,"Terrinches ",España,,,terrinches@local.jccm.es
"Administración Local","Ayuntamiento de Tomelloso","Pleno del Ayuntamiento de Tomelloso",P1308200C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=I4%2F9qYCbnMM%3D,"Plaza de España, 1",13700,Tomelloso,España,926528800,926512794,contratacion@aytotomelloso.es
"Administración Local","Ayuntamiento de Toques (Coruña)","Pleno del Ayuntamiento de Toques (Coruña)",P1508400G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=CZ6x%2FuQjB8o%3D,"Souto, S/N",15806,Toques,España,981505826,981505826,concello@toques.dicoruna.es
"Administración Local","Ayuntamiento de Torquemada (Palencia)","Pleno del Ayuntamiento de Torquemada",P3418200F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Eoof7z6SusM%3D,"Plaza España 1",34230,Torquemada,España,979800037,979800467,ayto-torquemada@dip-palencia.es
"Administración Local","Ayuntamiento de Torreperogil (Jaén)","Pleno del Ayuntamiento de Torreperogil",P2308800H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Hx5QKUU1egU%3D,"Plaza de la Villa, 19",23320,"Torreperogil (Jaén)",España,953776000,953776025,mariadolores@ayuntatorreperogil.es
"Administración Local","Ayuntamiento de Torres de Carrizal (Zamora)","Pleno del Ayuntamiento de Torres de Carrizal",P4924800H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Hvw9GwZx050%3D,"Rio Salado 10",49122,"Torres de Carrizal (Zamora)",España,980502200,980502200,ayto@torrescarrizal.org
"Administración Local","Ayuntamiento de Tremp (Lleida)","Pleno del Ayuntamiento de Tremp ",P2529500G,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=c4mJHRlscOA%3D,"Plaza de la Creu 1",25620,Tremp,España,973650000,973650009,secretaria@ajuntamentdetremp.cat
"Administración Local","Ayuntamiento de Ugena","Pleno del Ayuntamiento de Ugena",P4517700C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=tWN098I1aNY%3D,"Plaza del Palacio, 1",45217,UGENA,España,925533063,925533107,ugena@diputoledo.es
"Administración Local","Ayuntamiento de Ullastrell (Barcelona)","Pleno del Ayuntamiento de Ullastrell",P0829000I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=KIGHyAGq85M%3D,"Serra, 17",08231,"Ullastrell (Barcelona)",España,937887262,937887195,trell@diba.cat
"Administración Local","Ayuntamiento de Vadillo de la Guareña (Zamora)","Pleno del Ayuntamiento de Vadillo de la Guareña",P4925400F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=w3ua6EP0INs%3D,"Plaza de España, 1",49420,"Vadillo de la Guareña (Zamora)",España,980607100,980607100,ayto.vadilloo@yahoo.es
"Administración Local","Ayuntamiento de Valcabado (Zamora)","Pleno del Ayuntamiento de Valcabado (Zamora)",P4925500C,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=d0j2BBnqIyo%3D,"Plaza del Ayuntamiento, 1",49192,"Valcabado (Zamora)",España,980524993,,ayuntamientovalcabado@avired.com
"Administración Local","Ayuntamiento de Valdemaqueda (Madrid)","Pleno del Ayuntamiento de Valdemaqueda ",P2815900B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=v%2FUXvN3amcw%3D,"Plaza de España 1",28295,"Valdemaqueda (Madrid)",España,918984729,918984647,secretaria.valdemaqueda@madrid.org
"Administración Local","Ayuntamiento de Valdeolea (Cantabria)","Pleno del Ayuntamiento de Valdeolea ",P3909200B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=6rtf9qkdq5s%3D,"Plaza del Ayuntamiento 1",39410,Mataporquera,España,942770003,942770003,secretaria@ayto-valdeolea.org
"Administración Local","Ayuntamiento de Valdeolmillos (Palencia)","Pleno del Ayuntamiento de Valdeolmillos",P3400189A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=olbYYcxozQY%3D,"Plaza Mayor 10",34239,"Valdeolmillos (Palencia)",España,,,ayto-valdeolmillos@dip-palencia.es
"Administración Local","Ayuntamiento de Valderredible (Cantabria)","Pleno del Ayuntamiento de Valderredible",P3909400H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Fi%2Bq5hyzq9E%3D,"Plaza de Valderredible, s/n",39220,"Valderredible (Cantabria)",España,942776002,942776155,secretaria@valderredible.es
"Administración Local","Ayuntamiento de Valdés (Principado de Asturias)","Pleno del Ayuntamiento de Valdés ",P3303400J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=9ItA1o185ig%3D,"Alfonso X el sabio, 1",33700,Luarca,España,985640085,985470371,contratacion@ayto-valdes.net
"Administración Local","Ayuntamiento de Valgañón (La Rioja)","Pleno del Ayuntamiento de Valgañón ",P2616200H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Hcvp6YYUZaA%3D,"Plaza D.Pedro Gonzalo del Río 1",26288,Valgañón,España,941354602,941427635,ayto@valganon.e.telefonica.net
"Administración Local","Ayuntamiento de Vallada (Valencia)","Pleno del Ayuntamiento de Vallada",P4625300A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=XI3P9cFXwGk%3D,"Plaza Mayor 10",46691,"Vallada (Valencia)",España,962257009,962257624,valpark@aytovallada.es
"Administración Local","Ayuntamiento de Valle de Cerrato (Palencia)","Pleno del Ayuntamiento de Valle de Cerrato ",P3419600F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=gdXggLaMEBw%3D,"Platería 27",34209,"Valle de Cerrato",España,979783389,979773389,ayto-vallecerrato@dip-palencia.es
"Administración Local","Ayuntamiento de Valle de Losa (Burgos)","Pleno del Ayuntamiento de Valle de Losa",P0919100H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=AOEs1igq8NA%3D,"EL Cañón s/n",09511,"Lastras de Teza (Burgos)",España,947194178,947194219,secretaria@ayuntamientovalledelosa.es
"Administración Local","Ayuntamiento de Valle de Villaverde (Cantabria)","Pleno del Ayuntamiento de Valle de Villaverde",P3910100A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=m5NWOh63cTM%3D,"Barrio La Matanza",39880,"Valle de Villaverde (Cantabria)",España,946809005,946809005,aytovillaverde@terra.es
"Administración Local","Ayuntamiento de Valsequillo de Gran Canaria","Pleno del Ayuntamiento de Valsequillo de Gran Canaria",P3503100D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=RDo65MfVeJo%3D,"León y Castillo, 1",35217,"Valsequillo de Gran Canaria",España,928705011,928570070,perfildecontratante@valsequillogc.net
"Administración Local","Ayuntamiento de Valverde (El Hierro)","Pleno del Ayuntamiento de Valverde",P3804800E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=4pJvaFK6udQ%3D,"Pérez Galdos, 3",38900,"Valverde (El Hierro)",España,922550025,922550005,contratacion@aytovalverde.org
"Administración Local","Ayuntamiento de Vegadeo (Principado de Asturias)","Pleno del Ayuntamiento de Vegadeo ",P3307400F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=KTNjcgOqA%2BI%3D,"Plaza del Ayuntamiento s/n",33770,Vegadeo,España,985634022,985476012,ayuntamiento@vegadeo.net
"Administración Local","Ayuntamiento de Velilla del Río Carrión","Pleno del Ayuntamiento de Velilla del Río Carrión",P3419900J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=oZV74Gq6KT8%3D,"Plaza Mayor, 1",34886,"Velilla del Rio Carrión",España,979861217,979861229,ayto-velilla@dip-palencia.es
"Administración Local","Ayuntamiento de Venta de Baños (Palencia)","Pleno del Ayuntamiento de Venta de Baños ",P3402300B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=qqZzft7QMzo%3D,"Plaza de la Constitución 1",34200,"Venta de Baños",España,979770801,979770154,secretaria@ventadebanos.es
"Administración Local","Ayuntamiento de Vidrà (Gerona)","Pleno del Ayuntamiento de Vidr&agrave;",P1722600B,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=CHxzz1uCZzA%3D,"Plaza del Ayuntamiento 2",17515,Vidrà,España,938551255,938551255,vidra@ddgi.cat
"Administración Local","Ayuntamiento de Vila d'Agullent (Valencia)","Pleno del Ayuntamiento de Vila d'Agullent ",P4600400H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=MTWMk1MBpWs%3D,"Plaça Major 1",46890,Agullent,España,962907080,962907566,vagullent_sec@gva.es
